source,date,doi,pmid,model,link,title,abstract,reviewed,forecast,locations,deaths,duration,public,duplicate,included
medrxiv,3/30/20,10.1101/2020.03.26.20044214,,,,Projecting the Spread of COVID19 for Germany,"We model the evolution of the number of individuals that are reported to be sick with COVID-19 in Germany. Our theoretical framework builds on a continuous time Markov chain with four states: healthy without infection, sick, healthy after recovery or after infection but without symptoms and dead. Our quantitative solution matches the number of sick individuals up to the most recent observation and ends with a share of sick individuals following from infection rates and sickness probabilities. We employ this framework to study inter alia the expected peak of the number of sick individuals in a scenario without public regulation of social contacts. We also study the effects of public regulations. For all scenarios we report the expected end of the CoV-2 epidemic. We have four general findings: First, current epidemiological thinking implies that the long-run effects of the epidemic only depend on the aggregate long-run infection rate and on the individual risk to turn sick after an infection. Any measures by individuals and the public therefore only influence the dynamics of spread of CoV-2. Second, predictions about the duration and level of the epidemic must strongly distinguish between the officially reported numbers (Robert Koch Institut, RKI) and actual numbers of sick individuals. Third, given the current (scarce) medical knowledge about long-run infection rate and individual risks to turn sick, any prediction on the length (duration in months) and strength (e.g. maximum numbers of sick individuals on a given day) is subject to a lot of uncertainty. Our predictions therefore offer robustness analyses that provide ranges on how long the epidemic will last and how strong it will be. Fourth, public interventions that are already in place and that are being discussed can lead to more and less severe outcomes of the epidemic. If an intervention takes place too early, the epidemic can actually be stronger than with an intervention that starts later. Interventions should therefore be contingent on current infection rates in regions or countries. Concerning predictions about COVID-19 in Germany, we find that the long-run number of sick individuals (that are reported to the RKI), once the epidemic is over, will lie between 500 thousand and 5 million individuals. While this seems to be an absurdly large range for a precise projection, this reflects the uncertainty about the long-run infection rate in Germany. If we assume that Germany will follow the good scenario of Hubei (and we are even a bit more conservative given discussions about data quality), we will end up with 500 thousand sick individuals over the entire epidemic. If by contrast we believe (as many argue) that once the epidemic is over 70% of the population will have been infected (and thereby immune), we will end up at 5 million cases. Defining the end of the epidemic by less than 100 newly reported sick individuals per day, we find a large variation depending on the effectiveness of governmental pleas and regulations to reduce social contacts. An epidemic that is not influenced by public health measures would end mid June 2020. With public health measures lasting for few weeks, the end is delayed by around one month or two. The advantage of the delay, however, is to reduce the peak number of individuals that are simultaneously sick. When we believe in long-run infection rates of 70%, this number is equally high for all scenarios we went through and well above 1 million. When we can hope for the Hubei-scenario, the maximum number of sick individuals will be around 200 thousand only. Whatever value of the range of long-run infection rates we want to assume, the epidemic will last at least until June, with extensive and potentially future public health measures, it will last until July. In the worst case, it will last until end of August. We emphasize that all projections are subject to uncertainty and permanent monitoring of observed incidences are taken into account to update the projection. The most recent projections are available at https://www.macro.economics.uni-mainz.de/corona-blog/.",1,1,0,,,,,
medrxiv,3/30/20,10.1101/2020.03.26.20044289,,,,Forecasting the Worldwide Spread of COVID-19 based on Logistic Model and SEIR Model,"Background: With the outbreak of coronavirus disease 2019 (COVID-19), a sudden case increase in late February 2020 led to deep concern globally. Italy, South Korea, Iran, France, Germany, Spain, the US and Japan are probably the countries with the most severe outbreaks. Collecting epidemiological data and predicting epidemic trends are important for the development and measurement of public intervention strategies. Epidemic prediction results yielded by different mathematical models are inconsistent; therefore, we sought to compare different models and their prediction results to generate objective conclusions. Methods: We used the number of cases reported from January 23 to March 20, 2020, to estimate the possible spread size and peak time of COVID-19, especially in 8 high-risk countries. The logistic growth model, basic SEIR model and adjusted SEIR model were adopted for prediction. Given that different model inputs may infer different model outputs, we implemented three model predictions with three scenarios of epidemic development. Results: When comparing all 8 countries short-term prediction results and peak predictions, the differences among the models were relatively large. The logistic growth model estimated a smaller epidemic size than the basic SERI model did; however, once we added parameters that considered the effects of public health interventions and control measures, the adjusted SERI model results demonstrated a considerably rapid deceleration of epidemic development. Our results demonstrated that contact rate, quarantine scale, and the initial quarantine time and length are important factors in controlling epidemic size and length. Conclusions: We demonstrated a comparative assessment of the predictions of the COVID-19 outbreak in eight high-risk countries using multiple methods. By forecasting epidemic size and peak time as well as simulating the effects of public health interventions, the intent of this paper is to help clarify the transmission dynamics of COVID-19 and recommend operation suggestions to slow down the epidemic. It is suggested that the quick detection of cases, sufficient implementation of quarantine and public self-protection behaviors are critical to slow down the epidemic.",1,1,1,1,1,0,,
medrxiv,3/30/20,10.1101/2020.03.26.20044420,,,,Causal empirical estimates suggest COVID-19 transmission rates are highly seasonal,"Nearly every country is now combating the 2019 novel coronavirus (COVID-19). It has been hypothesized that if COVID-19 exhibits seasonality, changing temperatures in the coming months will shift transmission patterns around the world. Such projections, however, require an estimate of the relationship between COVID-19 and temperature at a global scale, and one that isolates the role of temperature from confounding factors, such as public health capacity. This paper provides the first plausibly causal estimates of the relationship between COVID-19 transmission and local temperature using a global sample comprising of 166,686 confirmed new COVID-19 cases from 134 countries from January 22, 2020 to March 15, 2020. We find robust statistical evidence that a 1{degrees}C increase in local temperature reduces transmission by 13% [-21%, -4%, 95%CI]. In contrast, we do not find that specific humidity or precipitation influence transmission. Our statistical approach separates effects of climate variation on COVID-19 transmission from other potentially correlated factors, such as differences in public health responses across countries and heterogeneous population densities. Using constructions of expected seasonal temperatures, we project that changing temperatures between March 2020 and July 2020 will cause COVID-19 transmission to fall by 43% on average for Northern Hemisphere countries and to rise by 71% on average for Southern Hemisphere countries. However, these patterns reverse as the boreal winter approaches, with seasonal temperatures in January 2021 increasing average COVID-19 transmission by 59% relative to March 2020 in northern countries and lowering transmission by 2% in southern countries. These findings suggest that Southern Hemisphere countries should expect greater transmission in the coming months. Moreover, Northern Hemisphere countries face a crucial window of opportunity: if contagion-containing policy interventions can dramatically reduce COVID-19 cases with the aid of the approaching warmer months, it may be possible to avoid a second wave of COVID-19 next winter.",1,0,,,,,,
medrxiv,3/30/20,10.1101/2020.03.26.20044511,,,,Trend Analysis and Forecasting of COVID-19 outbreak in India,"COVID-19 is spreading really fast around the world. The current study describes the situation of the outbreak of this disease in India and predicts the number of cases expected to rise in India. The study also discusses the regional analysis of Indian states and presents the preparedness level of India in combating this outbreak. The study uses exploratory data analysis to report the current situation and uses time-series forecasting methods to predict the future trends. The data has been considered from the repository of John Hopkins University and covers up the time period from 30th January 2020 when the first case occurred in India till the end of 24th March 2020 when the Prime Minister of India declared a complete lockdown in the country for 21 days starting 25th March 2020. The major findings show that number of infected cases in India is rising quickly with the average infected cases per day rising from 10 to 73 from the first case to the 300th case. The current mortality rate for India stands around 1.9. Kerala and Maharashtra are the top two infected states in India with more than 100 infected cases reported in each state, respectively. A total of 25 states have reported at least one infected case, however only 8 of them have reported deaths due to COVID-19. The ARIMA model prediction shows that the infected cases in India may reach up to 700 thousands in next 30 days in worst case scenario while most optimistic scenario may restrict the numbers up to 1000-1200. Also, the average forecast by ARIMA model in next 30 days is around 7000 patients from the current numbers of 536. Based on the forecasting model by Holts linear trends, an expected 3 million people may get infected if control measures are not taken in the near future. This study will be useful for the key stakeholders like Government Officials and Medical Practitioners in assessing the trends for India and preparing a combat plan with stringent measures. Also, this study will be helpful for data scientists, statisticians, mathematicians and analytics professionals in predicting outbreak numbers with better accuracy.",1,1,0,,,,,
medrxiv,3/30/20,10.1101/2020.03.26.20044552,,,,Inclusive Costs of NPI Measures for COVID-19 Pandemic: Three Approaches,The paper evaluates total inclusive costs of three public health approaches to address the COVID-19 epidemic in the US based on epidemiological projections in Ferguson et al (2020). We calculate and add costs of lost productivity and costs of mortality measured through the value of statistical life. We find that the aggressive approach which involves strict suppression measures and a drastic reduction of economic activity for three months with extensive testing and case tracking afterwards results in the lowest total costs for the society. The approach of doing no non-pharmaceutical measures results in the lowest total costs if the infection fatality rate falls below 0.15%.,1,0,,,,,,
medrxiv,3/30/20,10.1101/2020.03.26.20044628,,,,First month of the epidemic caused by COVID-19 in Italy: current status and real-time outbreak development forecast,"Background: The first outbreaks of COVID-19 in Italy occurred during the second half of February 2020 in some areas in the North of the country. Due to the high contagiousness of the infection, further spread by asymptomatic people, Italy has become in a few weeks the country with the greatest number of infected people after China. The large number of severe cases among infected people in Italy led to the hospitalization of thousands of patients, with a heavy burden on the National Health Service. Methods: We analyzed data provided daily by Italian Authorities for the period from 24 February 2020 to 26 March 2020. Considering such information, we developed a forecast model in real-time, based on the cumulative logistic distribution. We then produced an estimate of the overall number of potentially infected individuals and epidemic duration at a national and Regional level, for the most affected Regions. Results: We reported the daily distribution of performed swabs and confirmed cases, and the cumulative distribution of confirmed cases, of patients quarantined at home (42%), hospitalized in non-intensive care (31%), recovered or discharged (13%), deceased (10%), and hospitalized in intensive care (4%). The forecast model estimated a number of infected persons for Italy of 115,000 about, and a duration of the epidemic not less than 2 months. Conclusions: Once month after the first outbreaks there seems to be the first signs of a decrease in the number of infections, showing that we could be now facing the descending phase of the epidemic. The forecast obtained thanks to our model could be used by decision-makers to implement coordinative and collaborative efforts in order to control the epidemic.",1,1,0,,,,,
medrxiv,3/30/20,10.1101/2020.03.26.20044842,,,,A model to estimate regional demand for COVID-19 related hospitalizations,"COVID-19 threatens to overwhelm hospital facilities throughout the United States. We created an interactive, quantitative model that forecasts demand for COVID-19 related hospitalization based on county-level population characteristics, data from the literature on COVID-19, and data from online repositories. Using this information as well as user inputs, the model estimates a time series of demand for intensive care beds and acute care beds as well as the availability of those beds. The online model is designed to be intuitive and interactive so that local leaders with limited technical or epidemiological expertise may make decisions based on a variety of scenarios. This complements high-level models designed for public consumption and technically sophisticated models designed for use by epidemiologists. The model is actively being used by several academic medical centers and policy makers, and we believe that broader access will continue to aid community and hospital leaders in their response to COVID-19. Link to online model: https://surf.stanford.edu/covid-19-tools/covid-19/",1,1,1,0,,,,
medrxiv,3/30/20,10.1101/2020.03.27.20043752,,,,"Forecasting COVID-19 impact on hospital bed-days, ICU-days, ventilator-days and deaths by US state in the next 4 months","Key Points Question: Assuming social distancing measures are maintained, what are the forecasted gaps in available health service resources and number of deaths from the COVID-19 pandemic for each state in the United States? Findings: Using a statistical model, we predict excess demand will be 64,175 (95% UI 7,977 to 251,059) total beds and 17,380 (95% UI 2,432 to 57,955) ICU beds at the peak of COVID-19. Peak ventilator use is predicted to be 19,481 (95% UI 9,767 to 39,674) ventilators. Peak demand will be in the second week of April. We estimate 81,114 (95% UI 38,242 to 162,106) deaths in the United States from COVID-19 over the next 4 months. Meaning: Even with social distancing measures enacted and sustained, the peak demand for hospital services due to the COVID-19 pandemic is likely going to exceed capacity substantially. Alongside the implementation and enforcement of social distancing measures, there is an urgent need to develop and implement plans to reduce non-COVID-19 demand for and temporarily increase capacity of health facilities. Abstract Importance: This study presents the first set of estimates of predicted health service utilization and deaths due to COVID-19 by day for the next 4 months for each state in the US. Objective: To determine the extent and timing of deaths and excess demand for hospital services due to COVID-19 in the US. Design, Setting, and Participants: This study used data on confirmed COVID-19 deaths by day from WHO websites and local and national governments; data on hospital capacity and utilization for US states; and observed COVID-19 utilization data from select locations to develop a statistical model forecasting deaths and hospital utilization against capacity by state for the US over the next 4 months. Exposure(s): COVID-19. Main outcome(s) and measure(s): Deaths, bed and ICU occupancy, and ventilator use. Results: Compared to licensed capacity and average annual occupancy rates, excess demand from COVID-19 at the peak of the pandemic in the second week of April is predicted to be 64,175 (95% UI 7,977 to 251,059) total beds and 17,380 (95% UI 2,432 to 57,955) ICU beds. At the peak of the pandemic, ventilator use is predicted to be 19,481 (95% UI 9,767 to 39,674). The date of peak excess demand by state varies from the second week of April through May. We estimate that there will a total of 81,114 (95% UI 38,242 to 162,106) deaths from COVID-19 over the next 4 months in the US. Deaths from COVID-19 are estimated to drop below 10 deaths per day between May 31 and June 6. Conclusions and Relevance: In addition to a large number of deaths from COVID-19, the epidemic in the US will place a load well beyond the current capacity of hospitals to manage, especially for ICU care. These estimates can help inform the development and implementation of strategies to mitigate this gap, including reducing non-COVID-19 demand for services and temporarily increasing system capacity. These are urgently needed given that peak volumes are estimated to be only three weeks away. The estimated excess demand on hospital systems is predicated on the enactment of social distancing measures in all states that have not done so already within the next week and maintenance of these measures throughout the epidemic, emphasizing the importance of implementing, enforcing, and maintaining these measures to mitigate hospital system overload and prevent deaths.",1,1,0,,,,,
medrxiv,3/30/20,10.1101/2020.03.27.20045005,,,,A modified SEIR model to predict the COVID-19 outbreak in Spain: simulating control scenarios and multi-scale epidemics,"After the spread of SARS-CoV-2 epidemic out of China, evolution in the pandemic worldwide shows dramatic differences among countries. In Europe, the situation of Italy first and later Spain has generated great concern, and despite other countries show better prospects, large uncertainties yet remain on the future evolution and the efficacy of containment, mitigation or attack strategies. Here we applied a modified SEIR compartmental model accounting for the spread of infection during the latent period, in which we also incorporate effects of varying proportions of containment. We fit data to quarantined populations in order to account for the uncertainties in case reporting and study the scenario projections for the 17 individual regions (CCAA). Results indicate that with data for March 23, the epidemics follow an evolution similar to the isolation of 1,5 percent of the population and if there were no effects of intervention actions it might reach a maximum of over 1.4M infected around April 27. The effect on the epidemics of the ongoing partial confinement measures is yet unknown (an update of results with data until March 31st is included), but increasing the isolation around ten times more could drastically reduce the peak to over 100k cases by early April, while each day of delay in taking this hard containment scenario represents a 90 percent increase of the infected population at the peak. Dynamics at the sub aggregated levels of CCAA show epidemics at the different levels of progression with the most worrying situation in Madrid an Catalonia. Increasing alpha values up to 10 times, in addition to a drastic reduction in clinical cases, would also more than halve the number of deaths. Updates for March 31st simulations indicate a substantial reduction in burden is underway. A similar approach conducted for Italy pre- and post-interventions also begins to suggest substantial reduction in both infected and deaths has been achieved, showing the efficacy of drastic social distancing interventions.",1,1,0,,,,,
medrxiv,3/30/20,10.1101/2020.03.27.20045500,,,,COVID-19: Projecting the impact in Rohingya refugee camps and beyond,"Background: COVID-19 could have even more dire consequences in refugees camps than in general populations. Bangladesh has confirmed COVID-19 cases and hosts almost 1 million Rohingya refugees from Myanmar with 600,000 concentrated in Kutupalong-Balukhali Expansion Site (age mean: 21 years, sd: 18 years, 52% female). Projections of the potential COVID-19 burden, epidemic speed, and healthcare needs in such settings are critical for preparedness planning. Methods and Findings: To explore the potential impact of the introduction of SARS-CoV-2 in Kutupalong-Balukhali Expansion Site, we used a stochastic SEIR transmission model with parameters derived from emerging literature and age as the primary determinant of infection severity. We considered three scenarios with different assumptions about the transmission potential of SARS-CoV-2. From the simulated infections, we estimated hospitalizations, deaths, and healthcare needs expected, age-adjusted for the Kutupalong-Balukhali Expansion Site age distribution. Our findings suggest that a large-scale outbreak is likely after a single introduction of the virus into the camp with 61-92% of simulations leading to at least 1,000 people infected across scenarios. On average, in the first 30 days of the outbreak, we expect 18 (95% prediction interval (PI), 2-65), 54 (95% PI, 3-223), and 370 (95% PI, 4-1,850) people infected in the low, moderate, and high transmission scenarios, respectively. These reach 421,500 (95% PI, 376,300-463,500), 546,800 (95% PI, 499,300-567,000) and 589,800 (95% PI, 578,800-595,600) people infected in 12 months, respectively. Hospitalization needs exceeded the existing hospitalization capacity of 340 beds after 55-136 days between the low and high transmission scenarios. We estimate 2,040 (95% PI, 1,660-2,500), 2,650 (95% PI, 2,030-3,380), and 2,880 (95% PI, 2,090-3,830) deaths in the low, moderate and high transmission scenarios, respectively. Due to limited data at the time of analyses, we assumed that age was the primary determinant of infection severity and hospitalization. We expect that comorbidities and limited hospitalization and intensive care capacity may increase this risk, thus we may be underestimating the potential burden. Conclusions: Our findings suggest that a COVID-19 epidemic in a refugee settlement may have profound consequences, requiring large increases in healthcare capacity and infrastructure that may exceed what is currently feasible in these settings. Detailed and realistic planning for the worst-case in Kutupalong-Balukhali and all refugee camps worldwide must begin now. Plans should consider novel and radical strategies to reduce infectious contacts and fill health worker gaps while recognizing that refugees may not have access to national health systems.",1,1,0,,,,,
medrxiv,3/30/20,10.1101/2020.03.27.20045625,,,,"Short-term forecasts and long-term mitigation evaluations for the COVID-19 epidemic in Hubei Province, China","As an emerging infectious disease, the 2019 coronavirus disease (COVID-19) has developed into a global pandemic. During the initial spreading of the virus in China, we demonstrated the ensemble Kalman filter performed well as a short-term predictor of the daily cases reported in Wuhan City. Second, we used an individual-level network-based model to reconstruct the epidemic dynamics in Hubei Province at its early stage and examine the effectiveness of non-pharmaceutical interventions on the epidemic spreading with various scenarios. Our simulation results show that without continued control measures, the epidemic in Hubei Province could have become persistent. Only by continuing to decrease the infection rate through 1) protective measures and 2) social distancing can the actual epidemic trajectory that happened in Hubei Province be reconstructed in simulation. Finally, we simulate the COVID-19 transmission with non-Markovian processes and show how these models produce different epidemic trajectories, compared to those obtained with Markov processes. Since recent studies show that COVID-19 epidemiological parameters do not follow exponential distributions leading to Markov processes, future works need to focus on non-Markovian models to better capture the COVID-19 spreading trajectories. In addition, shortening the infectious period via early case identification and isolation can slow the epidemic spreading significantly.",1,1,0,,,,,
medrxiv,3/30/20,10.1101/2020.03.28.20044578,,,,Government Responses Matter: Predicting Covid-19 cases in US under an empirical Bayesian time series framework,"Since the Covid-19 outbreak, researchers have been predicting how the epidemic will evolve, especially the number in each country, through using parametric extrapolations based on the history. In reality, the epidemic progressing in a particular country depends largely on its policy responses and interventions. Since the outbreaks in some countries are earlier than United States, the prediction of US cases can benefit from incorporating the similarity in their trajectories. We propose an empirical Bayesian time series framework to predict US cases using different countries as prior reference. The resultant forecast is based on observed US data and prior information from the reference country while accounting for different population sizes. When Italy is used as prior in the prediction, which the US data resemble the most, the cases in the US will exceed 300,000 by the beginning of April unless strong measures are adopted.",1,1,0,,,,,
medrxiv,3/31/20,10.1101/2020.03.29.20046565,,,,"Eco-epidemiological assessment of the COVID-19 epidemic in China, January-February 2020","Background: The outbreak of COVID-19 in China in early 2020 provides a rich data source for exploring the ecological determinants of this new infection, which may be of relevance elsewhere. Objectives: Assessing the spread of the COVID-19 across China, in relation to associations between cases and ecological factors including population density, temperature, solar radiation and precipitation. Methods: Open-access COVID-19 case data include 18,069 geo-located cases in China during January and February 2020, which were mapped onto a 0.25{degrees} latitude/longitude grid together with population and weather data (temperature, solar radiation and precipitation). Of 15,539 grid cells, 559 (3.6%) contained at least one case, and these were used to construct a Poisson regression model of cell-weeks. Weather parameters were taken for the preceding week given the established 5-7 day incubation period for COVID-19. The dependent variable in the Poisson model was incident cases per cell-week and exposure was cell population, allowing for clustering of cells over weeks, to give incidence rate ratios. Results: The overall COVID-19 incidence rate in cells with confirmed cases was 0.12 per 1,000. There was a single case in 113/559 (20.2%) of cells, while two grid cells recorded over 1,000 cases. Weekly means of maximum daily temperature varied from -28.0 to 30.1 {degrees}C, minimum daily temperature from -42.4 to 23.0 {degrees}C, maximum solar radiation from 0.04 to 2.74 MJm-2 and total precipitation from 0 to 72.6 mm. Adjusted incidence rate ratios suggested brighter, warmer and drier conditions were associated with lower incidence. Conclusion: Though not demonstrating cause and effect, there were appreciable associations between weather and COVID-19 incidence during the epidemic in China. This does not mean the pandemic will go away with summer weather but demonstrates the importance of using weather conditions in understanding and forecasting the spread of COVID-19.",1,1,0,,,,,
medrxiv,3/31/20,10.1101/2020.03.30.20046227,,,,Forecasting the dynamics of COVID-19 Pandemic in Top 15 countries in April 2020 through ARIMA Model with Machine Learning Approach,"We here predicted some trajectories of COVID-19 in the coming days (until April 30, 2020) using the most advanced Auto-Regressive Integrated Moving Average Model (ARIMA). Our analysis predicted very frightening outcomes, which defines to worsen the conditions in Iran, entire Europe, especially Italy, Spain, and France. While South Korea, after the initial blast, has come to stability, the same goes for the COVID-19 origin country China with more positive recovery cases and confirm to remain stable. The United States of America (USA) will come as a surprise and going to become the epicenter for new cases during the mid-April 2020. Based on our predictions, public health officials should tailor aggressive interventions to grasp the power exponential growth, and rapid infection control measures at hospital levels are urgently needed to curtail the COVID-19 pandemic.",1,1,1,0,,,,
medrxiv,4/2/20,10.1101/2020.03.30.20047803,,,,Forecasting COVID-19 impact in India using pandemic waves Nonlinear Growth Models,"The ongoing pandemic of the coronavirus disease 2019 (COVID-19) started in China and devastated a vast majority of countries. In India, COVID-19 cases are steadily increasing since January 30, 2020, and the government-imposed lockdown across the country to curtail community transmission. COVID-19 forecasts have played an important role in capturing the probability of infection and the basic reproduction rate. In this study, we predicted some trajectories of trajectories associated with COVID-19 in the coming days in India using an Auto-regression integrated moving average model (ARIMA) and Richards model. By the end of April 2020, the incidence of new cases is predicted to be 5200 (95% CI: 4650 to 6002) through the ARIMA model versus be 6378 (95% CI: 4904 to 7851) Richard model. We estimated that there would be a total of 197 (95% CI: 118 to 277) deaths and drop down in the recovery rates will reach around 501 (95% CI: 245 to 758) by the end of April 2020. These estimates can help to strengthen the implementation of strategies to increase the health system capacity and enactment of social distancing measures all over India.",1,1,0,,,,,
medrxiv,4/1/20,10.1101/2020.03.30.20047894,,,,Forecasting the CoViD19 Diffusion in Italy and the Related Occupancy of Intensive Care Units,"This paper provides a model based method for the forecast of the total number of currently CoVoD19 positive individuals and of the occupancy of the available Intensive Care Units in Italy. The predictions obtained, for a time horizon of 10 days starting from March 29th, will be provided at a national as well as at a more disaggregate levels, following a criterion based on the magnitude of the phenomenon. While the Regions which have been hit the most by the pandemic have been kept separated, the less affected ones have been aggregated into homogeneous macroareas. Results show that , within the forecast period considered (March 29th April 7th ) , all of the Italian regions will show a decreasing number of CoViD-19 positive people. Same for the number of people who will need to be hospitalized in a Intensive Care Unit (ICU). These estimates are valid under constancy of the Government s current containment policies. In this scenario, Northern Regions will remain the most affected ones and no significant outbreak are foreseen in the southern regions.",1,1,0,,,,,
medrxiv,4/3/20,10.1101/2020.03.31.20049486,,,,Simple model for Covid-19 epidemics - back-casting in China and forecasting in the US,"In our previous work, we analyze, in near-real time, evolution of Covid-19 epidemic in China for the first 22 days of reliable data (up to February 6, 2020). In this work, we used the data for the whole 87 days (up to March 13, 2020) in China and the US data available till March 31 (day 70) for systematic evaluation of the logistic model to predict epidemic growth. We sequentially estimated sets of model parameters (maximum number of cases K, growth rate r, and half-time t0) and the epidemic """"""""""""""""end time"""""""""""""""" t95 (defined as the time when the number of cases, predicted or actual, reached 95% of the maximum). The estimates of these parameters were done for sequences of reported cases growing daily (back-casting for China and forecasting for the US). In both countries, the estimates of K grew very much in time during the exponential and nearly exponential phases making longer term forecasting not reliable. For the US, the current estimate of the maximum number of cases K is about 265,000 but it is very likely that it will grow in the future. However, running estimates of the """"""""""""""""end time"""""""""""""""" t95 were in a much smaller interval for China (60 - 70 days vs. the actual value of 67). For the US, the values estimated from the data sequences going back two weeks from now range from 70 to 80 days. If the behavior of the US epidemic is similar to the previous Chinese development, the number of reported cases could reach a maximum around April 10 to 14.",1,1,0,,,,,
medrxiv,4/6/20,10.1101/2020.04.01.20047225,,,,Using curvature to infer COVID-19 fractal epidemic network fragility and systemic risk,"The damage of the novel Coronavirus disease (COVID-19) is reaching unprecedented scales. There are numerous classical epidemiology models trying to quantify epidemiology metrics. Usually, to forecast the epidemics, these classical approaches need parameter estimations, such as the contagion rate or the basic reproduction number. Here we propose a data-driven, parameter-free approach to access the fragility and systemic risk of epidemic networks by studying the Forman-Ricci curvature. Network curvature has been used successfully to forecast risk in financial networks and we suggest that those results can be translated for COVID-19 epidemic time series as well. We first show that our hypothesis is true in a toy-model of epidemic time series with delays, which generates epidemic networks. By doing so, we are able to verify that the Forman-Ricci curvature can be a parameter-free estimate for the fragility and risk of the network at each stage of the simulated pandemic. On this basis, we then compute the Forman-Ricci curvature for real epidemic networks built from epidemic time series available from the World Health Organization (WHO). The Forman-Ricci curvature allow us to detect early warning signs of the emergence of the pandemic. The advantage of the method lies in providing an early geometrical data marker for epidemics, without the need of parameter estimation and stochastic modeling. The strategy above, together with other data-driven tools for investigating epidemic network dynamics, can be readily implemented on a daily basis to quickly estimate the growth, risk and fragility of real COVID-19 epidemic networks at different scales.",1,1,0,,,,,
medrxiv,4/6/20,10.1101/2020.04.01.20049684,,,,COVID19-Tracker: A shiny app to produce comprehensive data visualization for SARS-CoV-2 epidemic in Spain,"Data visualization is an essential tool for exploring and communicating findings in medical research, and especially in epidemiological surveillance. The COVID19-Tracker web application systematically produces daily updated data visualization and analysis of the SARS-CoV-2 epidemic in Spain. It collects automatically daily data on COVID-19 diagnosed cases, intensive care unit admissions, and mortality, from February 24th, 2020 onwards. Two applications have already been developed; 1) to analyze data trends and estimating short-term projections; 2) to estimate the case fatality rate, and; 3) To assess the effect of the lockdown measures on the trends of incident data. The application may help for a better understanding of the SARS-CoV-2 epidemic data in Spain.",1,0,,,,,,
medrxiv,4/3/20,10.1101/2020.04.01.20049825,,,,SEIR and Regression Model based COVID-19 outbreak predictions in India,"COVID-19 pandemic has become a major threat to the country. Till date, well tested medication or antidote is not available to cure this disease. According to WHO reports, COVID-19 is a severe acute respiratory syndrome which is transmitted through respiratory droplets and contact routes. Analysis of this disease requires major attention by the Government to take necessary steps in reducing the effect of this global pandemic. In this study, outbreak of this disease has been analysed for India till 30th March 2020 and predictions have been made for the number of cases for the next 2 weeks. SEIR model and Regression model have been used for predictions based on the data collected from John Hopkins University repository in the time period of 30th January 2020 to 30th March 2020. The performance of the models was evaluated using RMSLE and achieved 1.52 for SEIR model and 1.75 for the regression model. The RMSLE error rate between SEIR model and Regression model was found to be 2.01. Also, the value of R0 which is the spread of the disease was calculated to be 2.02. Expected cases may rise between 5000-6000 in the next two weeks of time. This study will help the Government and doctors in preparing their plans for the next two weeks. Based on the predictions for short-term interval, these models can be tuned for forecasting in long-term intervals.",1,1,0,,,,,
medrxiv,4/3/20,10.1101/2020.04.01.20050542,,,,Using ILI surveillance to estimate state-specific case detection rates and forecast SARS-CoV-2 spread in the United States,"Detection of SARS-CoV-2 infections to date has relied on RT-PCR testing. However, a failure to identify early cases imported to a country, bottlenecks in RT-PCR testing, and the existence of infections which are asymptomatic, sub-clinical, or with an alternative presentation than the standard cough and fever have resulted in an under-counting of the true prevalence of SARS-CoV-2. Here, we show how publicly available CDC influenza-like illness (ILI) outpatient surveillance data can be repurposed to estimate the detection rate of symptomatic SARS-CoV-2 infections. We find a surge of non-influenza ILI above the seasonal average and show that this surge is correlated with COVID case counts across states. By quantifying the number of excess ILI patients in March relative to previous years and comparing excess ILI to confirmed COVID case counts, we estimate the syndromic case detection rate of SARS-CoV-2 in the US to be less than 13%. If only 1/3 of patients infected with SARS-CoV-2 sought care, the ILI surge would correspond to more than 8.7 million new SARS-CoV-2 infections across the US during the three week period from March 8 to March 28. Combining excess ILI counts with the date of onset of community transmission in the US, we also show that the early epidemic in the US was unlikely to be doubling slower than every 4 days. Together these results suggest a conceptual model for the COVID epidemic in the US in which rapid spread across the US are combined with a large population of infected patients with presumably mild-to-moderate clinical symptoms. We emphasize the importance of testing these findings with seroprevalence data, and discuss the broader potential to use syndromic time series for early detection and understanding of emerging infectious diseases.",1,1,0,,,,,
medrxiv,4/7/20,10.1101/2020.04.02.20050153,,,,CoViD19 Meta heuristicoptimization based forecast methodon time dependent bootstrappeddata,"A compounded method, exploiting the searching capabilities of an operation research algorithm and the power of bootstrap techniques, is presented. The resulting algorithm has been successfully tested to predict the turning point reached by the epidemic curve followed by the CoViD19 virus in Italy. Futures lines of research, which include the generalization of the method to a broad set of distribution, will be finally given.",1,1,0,,,,,
medrxiv,4/6/20,10.1101/2020.04.02.20050922,,,,Inferring COVID-19 spreading rates and potential change points for case number forecasts,"As COVID-19 is rapidly spreading across the globe, short-term modeling forecasts provide time-critical information for decisions on containment and mitigation strategies. A main challenge for short-term forecasts is the assessment of key epidemiological parameters and how they change when first interventions show an effect. By combining an established epidemiological model with Bayesian inference, we analyze the time dependence of the effective growth rate of new infections. Focusing on the COVID-19 spread in Germany, we detect change points in the effective growth rate that correlate well with the times of publicly announced interventions. Thereby, we can quantify the effect of interventions, and we can incorporate the corresponding change points into forecasts of future scenarios and case numbers. Our code is freely available and can be readily adapted to any country or region.",1,1,0,,,,,
